district,missing_rate,female_ratio,literacy_rate,workers_ratio,male_total,female_total,child_total,risk_score,state
jorhat,0.001733651929831993,0.4902248190900302,0.7277863431283509,0.4565028711217883,246.0,202.0,105.0,0.7905151225493477,Assam
junagadh,0.00016025178710295736,0.4880371786187945,0.6718056550988997,0.40965198998790414,68.0,36.0,8.0,0.8944928688256709,Gujarat
kabeerdham,0.00946817320614966,0.49903346520353153,0.5035305874829489,0.49135954364968404,1039.0,803.5,337.5,0.9311100398451789,Chhattisgarh
kachchh,0.0034795963842435794,0.47584008763264257,0.5985167066452365,0.37098009865363263,1005.0,717.5,262.0,0.9651906627774147,Gujarat
kaimur (bhabua),0.001444973993773532,0.47920909207173706,0.5658417692254719,0.31429416423181733,302.0,254.0,290.0,0.9022930161086253,Bihar
kaithal,0.005787537425102699,0.4684902969736685,0.6018119638389133,0.34803835785773857,889.5,581.5,241.0,0.7600978263359083,Haryana
kalahi,0.0,0.5008456631463996,0.5086256372596583,0.4768500110028163,0.0,0.0,0.0,0.6313185573867863,Odisha
kamrup,0.003261553508749148,0.48702507080528906,0.6558757517090137,0.4144557448821845,665.0,506.0,630.0,0.8557579797104012,Assam
kancheepuram,0.0016142738304692529,0.4965404881933405,0.7536748559120335,0.4186364441260831,867.0,660.0,265.0,0.9122941283239488,Tamil Nadu
kangra,0.002152465278489702,0.5029445557339868,0.7632998361008559,0.4471102428687317,467.5,301.5,60.0,0.8917767541182904,Himachal Pradesh
kannauj,0.0019416508518073276,0.46772456622415814,0.6139545917702111,0.316715521279524,446.0,315.0,291.0,0.458097568957645,Uttar Pradesh
kanniyakumari,0.0037716919284086115,0.504727396766636,0.8280365317310869,0.3633604829836172,1049.0,620.0,377.0,0.891086668296138,Tamil Nadu
kannur,0.0012723844231108054,0.5317302436818347,0.8475748938863727,0.3266409116437832,483.0,276.5,173.5,0.938822295651206,Kerala
kanpur dehat,0.00011530644667993032,0.4637214227495624,0.6515162143744739,0.35011112447277115,29.0,20.0,21.0,0.27491672057129346,Uttar Pradesh
kapurthala,0.0012392505222156085,0.4770268214650232,0.7072983728507498,0.3485968536547068,152.0,87.0,52.0,0.9129598917585212,Punjab
karaikal,0.0,0.511497238065747,0.773721169501853,0.3411263497517755,0.0,0.0,0.0,0.0,Puducherry
karauli,0.002310123852772126,0.46261609822197597,0.5526145072717398,0.43115162852957795,508.0,289.0,153.0,0.8857411634511474,Rajasthan
karbi anglong,0.0,0.48744082742784006,0.5826690633715113,0.40095763625507547,0.0,0.0,0.0,0.8949588650003516,Assam
kargil,0.0005403460907501301,0.4475575631027968,0.6124628911521143,0.3684109600715899,14.0,4.0,0.0,0.9999793598647853,Ladakh
karimganj,0.0,0.49062331629073663,0.6472744053403392,0.3248763313002671,0.0,0.0,0.0,0.8792531437883514,Assam
karimnagar,0.0023135872680985774,0.5019422609988854,0.5843940143035361,0.49699001845472346,1195.0,872.0,391.0,0.9596784043188932,Hra Pradesh
karnal,0.012085110042061762,0.47007288796299,0.6497026553751883,0.34282453478453806,2701.0,1603.0,471.0,0.9620651772435872,Haryana
karur,0.005245275939208492,0.503816370798117,0.6829955669036809,0.5103819376924038,746.0,575.0,389.0,0.9483139153758194,Tamil Nadu
kasaragod,0.003598349314478214,0.5191792714408643,0.7935687924275744,0.3541432259298212,715.0,398.0,215.0,0.9663107304444616,Kerala
kathua,0.0069939289332294945,0.47097585309075574,0.631378815284661,0.3251453924582478,560.0,460.0,207.0,0.876279747530457,Jammu Kashmir
katihar,0.0013391747592765818,0.4788619710201369,0.4168602771253544,0.3300411686115631,498.3333333333333,474.6666666666667,470.3333333333333,0.994084118006941,Bihar
katni,0.014394095427028568,0.4876226933799366,0.6120335097465872,0.4209414245047762,2587.0,1813.0,984.0,0.8392324394759113,Madhya Pradesh
kaushambi,0.0008270701759988614,0.47581451816583686,0.5085184008962264,0.39952963123188606,182.0,131.0,400.5,0.6360404795220094,Uttar Pradesh
kendrapara,0.0,0.5016429908890896,0.7562444414976524,0.3241479045878082,0.0,0.0,0.0,0.5539005052796395,Odisha
kendujhar,0.0,0.49688050338202167,0.5841697965236803,0.4254315151024042,0.0,0.0,0.0,0.6062203416218986,Odisha
khagaria,0.0025610839071077518,0.4697981745602279,0.4607561644887533,0.33643872466383423,533.0,477.0,244.0,0.9593382922187266,Bihar
khamal,0.006232537250105987,0.5090163822618706,0.5453288046814257,0.48471443575998147,667.5,413.5,261.0,0.6771117815773262,Odisha
khargone (west nimar),0.0139865776581218,0.49113849846720264,0.526540191751831,0.47736094041470417,3467.0,2731.0,1314.0,0.8845118110565126,Madhya Pradesh
kheda,0.002131867460836032,0.48444074377631924,0.7218808766525283,0.4060998702109018,686.0,474.0,128.0,0.8677308681610464,Gujarat
kheri,0.0,0.47200728729897695,0.5058246915195127,0.31450922015904037,0.0,0.0,0.0,0.721191680668481,Uttar Pradesh
khunti,0.000548327061991908,0.49926205852768923,0.5350310687460635,0.48879739041334125,36.0,33.0,36.0,0.8932284227092966,Jharkh
khwa (east nimar),0.016615906642238165,0.4852690065577099,0.5584587282576918,0.4678988230319046,2881.0,2269.0,888.0,0.864140287698431,Madhya Pradesh
kinnaur,0.0097980244083661,0.4502086280476932,0.7215677417054005,0.6689530557173595,125.0,70.0,24.0,0.8072932853648187,Himachal Pradesh
kiphire,0.0,0.4888114155991568,0.5571590724825685,0.4318550348629804,0.0,0.0,0.0,0.99998465894145,Nagal
kishanganj,0.0013952532645313503,0.48712139138665406,0.4407572172266919,0.3129815428300994,315.0,243.0,248.0,0.9891635206767421,Bihar
kishtwar,0.003554430263285682,0.47911970732045633,0.4660072129555779,0.35966813468807435,114.0,80.0,14.0,0.9673948647897626,Jammu Kashmir
koch bihar,0.01403081984934886,0.48510190891657795,0.6564198467162762,0.40012152875080786,5249.0,4109.0,2232.0,0.9051545724785077,West Bengal
kodagu,0.003963649511287751,0.504781621549487,0.7445678146285339,0.5030269476789795,323.0,197.0,46.0,0.7239184760404865,Karnataka
kodarma,0.000401279665777819,0.48730556963333094,0.5448434155801184,0.35939234271401826,45.0,23.0,25.0,0.9163868012923208,Jharkh
kohima,0.0037222452795715472,0.4814469304595728,0.7369322506977924,0.4284706777915429,121.0,115.0,130.0,0.4474255341055905,Nagal
kokrajhar,0.0009362196380195971,0.4894785727651267,0.5515520626912039,0.38452806878718404,102.0,94.5,56.5,0.9256952415227777,Assam
kolar,0.0053178441497558635,0.4946657806132644,0.6614282339050808,0.4672426013781558,1141.0,792.0,131.0,0.7865432870630791,Karnataka
kolasib,0.0003020737707494087,0.48879757012685365,0.7848847596926926,0.43680543148115064,3.0,3.0,3.0,0.8080402998594611,Mizoram
kolhapur,0.008480794716975236,0.4889944558837833,0.7290619894060915,0.4396423014338748,4723.0,3054.0,376.0,0.545689862437382,Maharashtra
kolkata,0.013831690547669322,0.4758891754698007,0.7979500050481532,0.3993467200570019,9711.0,5004.0,2848.0,0.8328377716690872,West Bengal
kollam,0.0034170194370358115,0.5268347009438884,0.8500775032016317,0.34607029360147984,1283.5,847.0,360.0,0.9388307795385861,Kerala
koppal,0.0021216146318931628,0.49642713249683434,0.5821090422470357,0.4710817888799355,417.6666666666667,280.0,65.33333333333333,0.8223751187719778,Karnataka
koraput,0.0,0.5079835639116382,0.41176474851900524,0.5025966787156425,0.0,0.0,0.0,0.6733494351582046,Odisha
korba,0.01079250634642263,0.49204816681031627,0.6205322217065571,0.43193164489822977,1760.0,1321.0,627.0,0.8778071566907838,Chhattisgarh
koriya,0.005946444284932231,0.49198912761394836,0.6037528247108513,0.4660237935885703,528.0,399.0,135.5,0.8561837596588069,Chhattisgarh
kota,0.0926003040258453,0.47659986038029456,0.665471903328218,0.38380606187346683,25574.63157894737,17168.315789473683,8042.815789473684,0.23299720279064387,Total S
kottayam,0.004589493488180656,0.5096156037499158,0.8861751355118201,0.3726087601687675,1385.0,759.0,333.0,0.8858417994912923,Kerala
kozhikode,0.0025076072852880547,0.5233952187948455,0.8474383345975253,0.30748247169014736,1179.5,651.5,374.5,0.9474368295865283,Kerala
krishna,0.0019181114518319522,0.49807942536832045,0.6662503503122815,0.4535531294785184,1229.0,821.0,448.0,0.9116298075964665,Hra Pradesh
krishnagiri,0.0040068428317505565,0.48918640138439595,0.6319567573088543,0.46695116365545647,1088.0,694.0,577.0,0.9872432086779024,Tamil Nadu
kulgam,0.001174978818918331,0.4873292923391514,0.4925638953739019,0.3769055533437146,85.0,33.0,4.0,0.9461154485922899,Jammu Kashmir
kullu,0.004372487876211464,0.48515538829375454,0.7026030878984615,0.6144831161238905,295.0,158.0,61.0,0.8632379229966436,Himachal Pradesh
kupwara,0.0008377250502886353,0.45517571011335617,0.5051438839828392,0.2631848650089504,105.5,67.0,8.5,0.944974858940444,Jammu Kashmir
kurnool,0.0013545382407924335,0.4969173272335285,0.5247762222080231,0.5006644935453957,757.0,542.0,322.0,0.803849562635828,Hra Pradesh
kurukshetra,0.010182922453393802,0.47030181774831414,0.6705951868802836,0.34911963344408103,1448.0,876.0,398.0,0.9298580754095815,Haryana
kurung kumey,0.002708406826919664,0.5078196272644337,0.3975628828359182,0.41318041617793994,54.0,5.0,8.0,0.9999969497799855,Arunachal Pradesh
kushinagar,0.0002205551975571812,0.489961408808532,0.5484067527291009,0.3133564910406492,102.0,84.0,55.0,0.680543631040458,Uttar Pradesh
lahul spiti,0.003213864329396351,0.4744645799011532,0.6920859206691167,0.6112976809022937,20.0,4.0,0.0,0.8559256059316983,Himachal Pradesh
lakhimpur,0.0,0.491742448449676,0.6558504304136596,0.4126088988300003,0.0,0.0,0.0,0.8468037311979245,Assam
lakhisarai,0.0023394954295831703,0.4741345892545998,0.5068077912943396,0.32627843406812984,286.0,268.0,267.0,0.9339815898591417,Bihar
lakshadweep,0.0,0.48625005816388256,0.8151164053169544,0.29086594388348613,0.0,0.0,0.0,0.0,Lakshadweep
lalitpur,0.00235629284453464,0.47526588255325836,0.5248814661523651,0.4120451018015835,372.0,309.0,415.0,0.5979464682185389,Uttar Pradesh
latehar,0.0011919030336932832,0.49150318166436946,0.4823832358063105,0.4310708164483657,135.0,70.0,95.0,0.9406784125539082,Jharkh
latur,0.004178206352497571,0.4812394772055696,0.6725917571375717,0.4265580255203741,1516.0,910.0,0.0,0.532604331801641,Maharashtra
lawngtlai,0.0,0.48598741242132765,0.5331993146385736,0.386499737051928,0.0,0.0,0.0,0.9999965994112601,Mizoram
leh(ladakh),0.0013298989711572381,0.408399319783949,0.7024654086165694,0.5624442829638842,32.0,10.0,0.0,0.0,Ladakh
lohardaga,0.005638252491656464,0.4962450464496849,0.5623919963619827,0.4792914528248771,355.0,261.0,221.0,0.890372248606572,Jharkh
lohit,0.0,0.47695675445699465,0.5699875108079546,0.4182163786832823,0.0,0.0,0.0,0.8562337861505631,Arunachal Pradesh
longleng,0.0,0.4750415973377704,0.5914547183265986,0.605498771888123,0.0,0.0,0.0,0.5650276187499954,Nagal
lower dibang valley,0.0,0.48126849112426034,0.5889238165680474,0.41283284023668637,0.0,0.0,0.0,0.8495089620438359,Arunachal Pradesh
lower subansiri,0.0003054390391818211,0.49604962061905333,0.651053835962905,0.3637480428760689,6.0,0.0,6.0,0.8382925232853201,Arunachal Pradesh
lucknow,0.0007141554870688702,0.4783092562308299,0.6813443088841044,0.33613517514125774,505.5,270.0,563.5,0.285824917229144,Uttar Pradesh
ludhiana,0.0006060549902886636,0.46614594572501694,0.7317564985556224,0.36722430567127184,307.0,194.66666666666666,175.66666666666666,0.8777886484056863,Punjab
lunglei,0.0,0.4865141115543772,0.7503159303218773,0.48499640706692765,0.0,0.0,0.0,0.8131773037493037,Mizoram
madhepura,0.0,0.47668154356012354,0.4169211924294696,0.3884307924718323,0.0,0.0,0.0,0.9663798369497631,Bihar
madhubani,0.001169868849637213,0.48091903982257794,0.4803111125670464,0.36478710623729355,648.0,594.0,693.0,0.9456677029730381,Bihar
madurai,0.004547084545595456,0.4975811749650786,0.7482690705050141,0.4458590005042373,1926.0,1342.5,876.0,0.9257667697333969,Tamil Nadu
mahasamund,0.012605560560027065,0.5042701359665516,0.6177298756528661,0.48342586908402196,1960.0,1120.0,716.0,0.8783674596428086,Chhattisgarh
mahbubnagar,0.0018656882181348512,0.4941100826345142,0.47881386459703706,0.5138136228025072,1088.0,701.0,260.0,0.717173213281586,Telangana
mahendragarh,0.007054635542451355,0.47221414875803613,0.6835085154562255,0.3671927191330979,922.0,617.0,242.0,0.9043731148500977,Haryana
mahesana,0.004004398502132121,0.48084188015708595,0.7383772697074883,0.3990360991103965,1105.0,823.0,12.0,0.8640382304584153,Gujarat
mahoba,0.0008830313832508311,0.46760232796549606,0.5572253464207187,0.3991926553556221,108.0,75.0,125.0,0.4804234753544015,Uttar Pradesh
mahrajganj,0.0,0.48532332999218164,0.5286037226464156,0.3703400338882923,0.0,0.0,0.0,0.6392665794081244,Uttar Pradesh
mainpuri,0.0,0.46836415169365847,0.6442955929503904,0.3001505462318219,0.0,0.0,0.0,0.36935724996917335,Uttar Pradesh
malappuram,0.0021817654718786572,0.5233731752623441,0.8051007556675063,0.25831380138684923,1366.0,757.0,570.0,0.9999962371047565,Kerala
maldah,0.005968461161963306,0.48568044133076116,0.5230667022659442,0.3855369160747033,3188.5,2444.0,1356.5,0.9587896661001445,West Bengal
malkangiri,0.0,0.5048467690380827,0.39906913332202637,0.5066373990528252,0.0,0.0,0.0,0.676280662692931,Odisha
mamit,0.0,0.4809411328794405,0.6969454865453198,0.4555022926219258,0.0,0.0,0.0,0.8557378608898957,Mizoram
mansa,0.0011037078414700744,0.46900751022083764,0.5502558619605561,0.4267769707346921,156.0,45.0,14.0,0.991837399089202,Punjab
mathura,0.0002754584519127958,0.4632798415819195,0.5919266138606398,0.33014458319461804,100.0,66.0,32.5,0.4556020654125562,Uttar Pradesh
mau,0.0004799730517040051,0.4946848730353296,0.6178892894185228,0.3158463767380125,149.0,101.5,27.5,0.5469593667790607,Telangana
mayurbhanj,0.0,0.5014509445029602,0.5434680113567363,0.4855798499685285,0.0,0.0,0.0,0.6142356335628918,Odisha
medak,0.0019612957577304314,0.4978946938108086,0.5397235607037644,0.4754586442171004,854.0,553.5,270.0,0.8049819817166828,Hra Pradesh
meerut,0.0008923162868227852,0.469829302239546,0.6218587102377712,0.31667755131197967,491.0,236.0,81.0,0.43470081452139436,Uttar Pradesh
mi,0.02176617285154374,0.501823906731201,0.7239084315802424,0.5727987341177082,3256.6363636363635,1891.8181818181818,748.7272727272727,0.46702231781937353,Himachal Pradesh
mirzapur,0.00120355130644625,0.47444222397545827,0.572166665999191,0.35322651053076326,417.0,294.0,156.0,0.5360263312258284,Uttar Pradesh
mla,0.004443513743955249,0.5020670107734819,0.5734753366416881,0.5305207577933558,620.3333333333334,488.6666666666667,227.0,0.6727279417126045,Madhya Pradesh
moga,0.0010633285927549605,0.4718331783406612,0.6305714509523513,0.3607064452179572,169.5,81.0,39.0,0.9592869606236611,Punjab
mokokchung,0.0,0.48057259713701433,0.8195065306080505,0.5141607834674394,0.0,0.0,0.0,0.0,Nagal
mon,0.0,0.47353552305602176,0.4780068728522337,0.5900023975065931,0.0,0.0,0.0,0.9449434685251675,Nagal
moradabad,0.00026749415353579867,0.47544366038098024,0.4744017505426439,0.29711006230922593,151.0,151.0,21.0,0.844176032804491,Uttar Pradesh
morena,0.005596359618132777,0.45654460647924433,0.6000523914403577,0.3438470576865364,1641.0,962.0,666.0,0.8165170685049538,Madhya Pradesh
morigaon,0.0,0.49170742712468785,0.5639116670478984,0.3667636979684006,0.0,0.0,0.0,0.9219208079762984,Assam
msaur,0.0027875496677471413,0.4905659532785093,0.6226381311403741,0.5071004341205795,484.0,400.0,591.0,0.7693317296473083,Madhya Pradesh
muktsar,0.003266514946663626,0.4726420784658098,0.5819384940170486,0.37180118328499073,410.0,287.0,37.0,0.9999964940137935,Punjab
mumbai,0.01543900205300659,0.454008558341174,0.8131889074097421,0.4162803594075473,7441.666666666667,3828.3333333333335,606.3333333333334,0.36606027616176856,Maharashtra
munger,0.0035538139393775734,0.4669837289300428,0.5862242417374329,0.31193808877987084,639.0,511.0,517.0,0.8873378774794785,Bihar
murshidabad,0.005631082760689566,0.4893493024233344,0.5709380899565543,0.36458014695500596,5599.0,3865.0,2114.0,0.9561808906999593,West Bengal
muzaffarnagar,9.282845532635363e-05,0.47063409011485907,0.5834034027173084,0.3117268635881832,57.5,33.5,21.5,0.5225572935469618,Uttar Pradesh
muzaffarpur,0.0016749262285707038,0.4735546010445189,0.5226410323382619,0.3223424317369782,994.0,908.5,873.0,0.9298288161692365,Bihar
mya,0.005096488641582047,0.49878140559506773,0.6366534146947921,0.48256892216003267,1343.6666666666667,833.6666666666666,149.33333333333334,0.801209175862626,Karnataka
nabarangapur,0.0,0.5046365686934557,0.38525782467037856,0.5003546430390861,0.0,0.0,0.0,0.6836756539181106,Odisha
nadia,0.005395107341250178,0.4864602523415125,0.6735341357690223,0.35656920040250795,3935.0,2661.0,828.0,0.8749791236124965,West Bengal
nagaon,0.0009864265085949397,0.4903575647857756,0.6058273909188007,0.3470532989962348,370.0,289.0,286.0,0.9050549608863357,Assam
nagapattinam,0.004782552678313034,0.5062470227968697,0.7504147978595069,0.41572210708651675,1052.0,777.0,437.0,0.9359402109149493,Tamil Nadu
nagaur,0.004707563586979308,0.4871654176276694,0.5316688751211929,0.4310739981915161,2051.0,1633.0,590.0,0.9413556543642739,Rajasthan
nagpur,0.004129365795029208,0.4874956216410197,0.7894601349071788,0.40153258680969667,2942.3333333333335,1604.0,4.0,0.31975429298717084,Maharashtra
nainital,0.006420260206007822,0.48285835502642455,0.7296211522043149,0.39406979850304574,931.0,519.0,341.0,0.8976635397237893,Uttarakh
nala,0.0019116750905096092,0.4797635434154153,0.5281849479419513,0.36328911095257144,726.5,575.0,600.5,0.9165754426037818,Bihar
nalbari,0.0,0.4867988787502964,0.6891447943921963,0.34682409779702683,0.0,0.0,0.0,0.8413168437154249,Assam
nalgonda,0.0021716523526225996,0.4955952016863061,0.5735536109887357,0.4992228006749581,1061.5,731.0,368.0,0.7397459631542362,Hra Pradesh
namakkal,0.0056867685655466365,0.49653683740482024,0.6811828557958671,0.5202388971163575,1363.0,960.0,651.0,0.9458759209773027,Tamil Nadu
narayanpur,0.01159322869024787,0.49861250178801314,0.4049563724789014,0.5084322700615077,217.5,166.0,55.0,0.9883846438909926,Chhattisgarh
narmada,0.0011241840230293274,0.4899415040225514,0.6273723227460075,0.4994011489131742,94.0,63.0,8.0,0.8999580486283139,Gujarat
narsimhapur,0.008048190587900836,0.4790420697272712,0.6583160385912402,0.43762078080036343,1312.6666666666667,766.3333333333334,257.0,0.7755332310562931,Madhya Pradesh
nashik,0.004150161070544649,0.4830376079854768,0.7115167752354725,0.4524714897382379,3767.5,2229.0,142.5,0.47660347679433285,Maharashtra
navsari,0.0015576141681809044,0.4899757233362814,0.7535008633708162,0.4450977383896179,328.0,162.0,39.0,0.8322317080909011,Gujarat
nawada,0.0022475246513339363,0.4841853577907898,0.49163597167559053,0.3681781189700903,658.0,522.0,567.0,0.9423293144528853,Bihar
nayagarh,0.0,0.47793753356135144,0.7149666230087797,0.35691413175680237,0.0,0.0,0.0,0.5511432326314306,Odisha
ned,0.0044187949370539095,0.4852946426552647,0.6513641183211694,0.44445796437798324,2257.5,1256.5,378.0,0.6056146232375343,Maharashtra
neemuch,0.013518418046855437,0.48835506078804747,0.6159718279510016,0.5068378230821471,1512.0,1130.0,344.0,0.8027069023874039,Madhya Pradesh
new nct of delhi,0.006726918929112623,0.4511281372355708,0.8040548153573138,0.4192910058871581,154.0,72.0,66.0,0.23241757233651514,Delhi
nicobars,0.0013767224050413444,0.4374083925954074,0.687584821670919,0.4648227566364475,10.0,2.0,0.0,0.245829083926084,Aman Nicobar Isls
north,0.18477578151855586,0.4496436093674474,0.7320729884114181,0.43413234257711464,2279.0,1363.25,1067.75,0.4230884948343677,Sikkim
north goa,0.004603927600164168,0.4906198961379351,0.8105788696443067,0.4005559847825449,627.0,264.0,52.0,0.9623003661007474,Goa
north middle aman,0.0034023240732496533,0.48046819511917954,0.7451253350000473,0.3653418184228719,57.0,28.0,26.0,0.9999349197842093,Aman Nicobar Isls
north tripura,0.0005603635231846544,0.49151736371797844,0.7499160598720075,0.35833716407737193,56.0,36.0,40.0,0.9918285678092609,Tripura
north west,0.0073408448097802585,0.46372184188381416,0.7405513793234532,0.3250464441921719,4035.5,2315.0,1487.5,0.2694329569840984,Delhi
nuapada,0.0,0.5052901297875757,0.49048464731921976,0.500404664619861,0.0,0.0,0.0,0.6370286208950007,Odisha
nurbar,0.0044696218179749074,0.49452616188243004,0.5499676938897466,0.4805359477520711,1058.0,685.0,92.0,0.8256150259593857,Maharashtra
osmanabad,0.005235086136620216,0.48024404310873225,0.6864300641418554,0.466896238845157,1277.0,776.0,191.0,0.4429645349052823,Maharashtra
pakur,0.0008144449110040915,0.49727905359931235,0.3919062395188034,0.4493270932962544,121.0,52.5,39.5,0.997510082142974,Jharkh
palakkad,0.0034145861178480346,0.516188636459077,0.7969909613535406,0.3709482144420474,1412.0,858.0,464.0,0.9607676432537298,Kerala
palamu,0.00011548133589030411,0.48125260004670417,0.5281609222066026,0.367640804611033,34.0,19.0,36.0,0.9186436169359697,Jharkh
pali,0.010589876655198449,0.49674342956056056,0.5328363695435697,0.41339721325321843,2749.0,2356.0,667.0,0.9755248642762695,Rajasthan
palwal,0.006700673863737451,0.4682144953333052,0.5752291149583584,0.29688369131146974,1049.0,604.0,312.0,0.9999966329346897,Haryana
panchkula,0.008193087663814939,0.46609168473506707,0.722114831291322,0.37677113379286753,647.5,440.5,221.0,0.868683448367857,Haryana
panipat,0.013815290981288727,0.4633838184824259,0.6525426048810514,0.3420485682785579,2595.0,1345.0,1915.0,0.9563765737296617,Haryana
panna,0.01107295592088022,0.4751898634557116,0.5435790737024357,0.4249773737850706,1547.0,1116.0,679.0,0.8538338379497089,Madhya Pradesh
papum pare,0.0,0.49492844319346674,0.6855408244748631,0.3724918305743234,0.0,0.0,0.0,0.8120358155175437,Arunachal Pradesh
parbhani,0.0035267451564945256,0.48647830221460214,0.6305881097072795,0.44812552353212215,992.0,540.0,0.0,0.6105998887498862,Maharashtra
paschim medinipur,0.008698762378226322,0.49134913807608643,0.6896832089926417,0.424313392318571,6788.0,5382.0,3320.0,0.8835872686282203,West Bengal
patan,0.004888167067757496,0.4832332887312519,0.623570587631183,0.4129016605965169,860.0,694.0,0.0,0.9428645804401853,Gujarat
pathanamthitta,0.006911581185472783,0.5308916229334598,0.8873746045638427,0.3280357972026337,1154.0,804.0,282.0,0.9293315388197143,Kerala
patiala,0.0010085571733039233,0.4711560880863181,0.668249383072935,0.3482997711646338,271.3333333333333,181.0,190.0,0.93647077343231,Punjab
patna,0.0022127586721057213,0.4727189423932489,0.5925665393215511,0.3223254742470838,1731.0,1325.5,1511.0,0.891499505533891,Bihar
perambalur,0.013034245411915207,0.5008041074053957,0.6649110174214425,0.5302791995371738,1030.5,712.5,410.0,0.9751729293117776,Tamil Nadu
peren,0.0,0.4778983186128819,0.6532729812327371,0.6447242672155767,0.0,0.0,0.0,0.3194778728567832,Nagal
phek,0.0,0.4875533906913559,0.6479885936677722,0.49123719541299,0.0,0.0,0.0,0.6131903398965945,Nagal
pilibhit,0.001217454609348217,0.47218202596052106,0.5224477315932441,0.3045804371919939,399.0,186.0,17.0,0.7142373037986719,Uttar Pradesh
pithoragarh,0.0023256710466018522,0.504992356843366,0.7147747699296085,0.44781244376229473,164.0,102.0,115.0,0.8938912698191738,Uttarakh
pondicherry,0.00389633900823531,0.5072467428329698,0.7646610662651047,0.3663148789473518,536.0,340.0,142.0,0.9996010341938492,Puducherry
porbar,0.0009963188573814832,0.48721579505644386,0.6724377358232742,0.39485762209859443,84.0,54.0,15.5,0.900581456084588,Gujarat
prakasam,0.0033528512295946597,0.4952788092709587,0.5605486824228068,0.5005424659921212,1596.0,1099.0,802.0,0.9751855754019343,Hra Pradesh
pratapgarh,0.003890392364030313,0.49756318719712284,0.5322743729263693,0.44347334338536876,680.5,577.0,255.0,0.7644016705553458,Rajasthan
pudukkottai,0.0069839098537718995,0.5036979136092736,0.6862226533897284,0.47066169450889644,1495.0,1179.0,352.0,0.9728625058463068,Tamil Nadu
pulwama,0.001191615915136953,0.4770822924844765,0.524512882734994,0.33620012847048747,120.0,38.0,0.0,0.9294780058428199,Jammu Kashmir
punch,0.004130723484099055,0.4717271173466713,0.5488774943114495,0.3384671846655552,261.0,205.0,18.0,0.9167220726727843,Jammu Kashmir
pune,0.0028092060790668905,0.47779277341695253,0.7605698045943076,0.4294005519752672,4026.6666666666665,2240.3333333333335,479.0,0.3498740717524522,Maharashtra
purba medinipur,0.010180654170192373,0.4839288640321829,0.7698764196531508,0.3748757573527608,6743.0,5531.0,3344.0,0.8447190919370883,West Bengal
puri,0.0,0.49057236876961025,0.7605322799974098,0.3659651622094153,0.0,0.0,0.0,0.5363914385417148,Odisha
purnia,0.00031073277982228995,0.47945839928028355,0.4081107167482637,0.3502148336452125,129.0,111.0,107.0,0.9879890939232111,Bihar
puruliya,0.0053063321003035836,0.48909991587360907,0.554553319579607,0.4264822370453037,2135.5,1543.0,507.0,0.9173620956568644,West Bengal
raichur,0.001873633090117384,0.49994556234614884,0.5079650064391967,0.46837794455861953,520.0,335.0,47.0,0.8714651470547436,Karnataka
raigarh,0.0035710283599540787,0.4937288566735923,0.6867224594927288,0.4346433220918053,930.8333333333334,680.0,271.6666666666667,0.761984494167366,Chhattisgarh
raipur,0.002921803275982468,0.4960013504362342,0.6471042887177549,0.43250968534442025,1638.2,1171.0,559.6,0.8447415477661963,Chhattisgarh
raisen,0.013668144133270804,0.47404657715510023,0.6159671432122481,0.38888492539409447,2581.0,1725.0,1070.0,0.8332398399621072,Madhya Pradesh
rajgarh,0.0,0.4888052508257785,0.520272814193687,0.48233681413158375,0.0,0.0,0.0,0.826134464516875,Madhya Pradesh
rajkot,0.0015886936535628778,0.48103169934588985,0.7162608639426709,0.38875737996371723,842.0,588.0,110.66666666666667,0.8744928393030658,Gujarat
rajngaon,0.005181947729002188,0.5037156836786407,0.6560128498965282,0.5205092857937472,1070.5,814.0,309.5,0.8191402326770467,Chhattisgarh
rajouri,0.003605564076168339,0.46241759610220806,0.5667815975654367,0.4528412319139497,310.0,238.0,13.0,0.8608067767554163,Jammu Kashmir
rajsam,0.014384055851487505,0.4973711673123828,0.5353109164211908,0.4762514514562981,2119.0,1817.0,560.0,0.9575518261745914,Rajasthan
ramanagara,0.006143171156096479,0.4938206377766858,0.6232547227322941,0.49089352284609045,975.0,598.5,103.0,0.8022798481266658,Karnataka
ramanathapuram,0.0036913497588624005,0.49561452441732023,0.7232994321897085,0.44551274710091654,686.0,496.0,195.0,0.9281015062404083,Tamil Nadu
ramban,0.004201246897017516,0.474356127495039,0.43729050131647124,0.30739514932343603,159.0,123.0,152.0,0.9999968972648243,Jammu Kashmir
ramgarh,0.0,0.47945268962960386,0.6282599376687173,0.32874538018606697,0.0,0.0,0.0,0.8638751118539715,Jharkh
